Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
LAW,4060,1,Sports Law,53%,28%,17%,0%,0%,0%,0%,3%,0%,"Kisska-Schulze, Kathryn",
LAW,4060,2,Sports Law,46%,36%,13%,3%,0%,0%,0%,3%,0%,"Kisska-Schulze, Kathryn",
LAW,8480,1,Law Real Estate Prof,58%,38%,4%,0%,0%,0%,0%,0%,0%,"Brearley, Michael Lewis",
LAW,8500,1,Law for Prof Accts,52%,45%,3%,0%,0%,0%,0%,0%,0%,"Entzminger, Phillip Charles",
LAW,8500,2,Law for Prof Accts,27%,65%,8%,0%,0%,0%,0%,0%,0%,"Entzminger, Phillip Charles",
LAW,8500,3,Law for Prof Accts,41%,56%,3%,0%,0%,0%,0%,0%,0%,"Entzminger, Phillip Charles",
LAW,8500,4,Law for Prof Accts,60%,40%,0%,0%,0%,0%,0%,0%,0%,"Entzminger, Phillip Charles",
LIH,1270,1,Introduction to L&IH,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Schmucker, Ellory W",
LIH,4990,1,Lang & Int'l Hlth Capstone Sem,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Schmucker, Ellory W",
LS,1000,1,Therapeutic Yoga,96%,0%,0%,0%,0%,0%,0%,4%,0%,"Gahan, Renee Warren",
LS,1000,3,Therapeutic Yoga,96%,4%,0%,0%,0%,0%,0%,0%,0%,"Gahan, Renee Warren",
LS,1000,5,Intro to Barre,94%,0%,0%,0%,0%,0%,0%,6%,0%,"Moreno, Diane F",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 77 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
LS,1000,7,Relaxation in Nature,94%,6%,0%,0%,0%,0%,0%,0%,0%,"Hsieh, Hsuan",
LS,1000,10,Women's R.A.D. Self-Defense,84%,11%,5%,0%,0%,0%,0%,0%,0%,"Rife, Nicole Marie Hubbard",
LS,1000,11,Intro to Fitness,93%,0%,0%,0%,0%,0%,0%,7%,0%,"Pobiak, Aaron Russell",
LS,1410,2,Top Rope Climbing,88%,0%,6%,0%,0%,0%,0%,6%,0%,"Stamey, Matthew Henderson",
LS,2320,2,Core Training,91%,4%,0%,0%,0%,0%,0%,4%,0%,"Moreno, Diane F",
LS,2320,3,Core Training,79%,16%,5%,0%,0%,0%,0%,0%,0%,"Moreno, Diane F",
LS,2320,4,Core Training,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Moreno, Diane F",
LS,2350,1,Basic Yoga,75%,18%,4%,0%,0%,0%,0%,4%,0%,"Wright, Caitlin Ann Shevlin",
LS,2350,3,Basic Yoga,89%,4%,0%,4%,0%,0%,0%,4%,0%,"Wright, Caitlin Ann Shevlin",
LS,2350,5,Basic Yoga,83%,13%,4%,0%,0%,0%,0%,0%,0%,"Gahan, Renee Warren",
LS,2350,7,Basic Yoga,86%,7%,4%,0%,0%,0%,0%,4%,0%,"Ostrowski, Kimberly Renee",
LS,2350,10,Basic Yoga,93%,7%,0%,0%,0%,0%,0%,0%,0%,"Wright, Caitlin Ann Shevlin",
LS,2360,1,Power/Ashtanga Yoga,93%,4%,4%,0%,0%,0%,0%,0%,0%,"Wright, Caitlin Ann Shevlin",
LS,2380,2,Vinyasa Flow Yoga,62%,31%,0%,0%,0%,0%,0%,8%,0%,"Martinez, Nicole Elizabeth",
LS,2380,3,Vinyasa Flow Yoga,60%,0%,30%,0%,0%,0%,0%,10%,0%,"Martinez, Nicole Elizabeth",
LS,2420,3,Meditation and Relax,82%,11%,0%,4%,0%,0%,0%,4%,0%,"Gahan, Renee Warren",
LS,2420,8,Meditation and Relax,85%,7%,7%,0%,0%,0%,0%,0%,0%,"Dunn, William Patrick",
LS,2420,9,Meditation and Relax,92%,0%,0%,0%,0%,0%,0%,8%,0%,"Ponder, Lauren Marie",
LS,2450,1,Pilates,88%,12%,0%,0%,0%,0%,0%,0%,0%,"Moreno, Diane F",
LS,2450,2,Pilates,91%,9%,0%,0%,0%,0%,0%,0%,0%,"Moreno, Diane F",
LS,2450,3,Pilates,79%,17%,0%,0%,0%,0%,0%,4%,0%,"Moreno, Diane F",
LS,2450,4,Pilates,84%,16%,0%,0%,0%,0%,0%,0%,0%,"Moreno, Diane F",
LS,2750,2,Red Cross First Aid/CPR,87%,13%,0%,0%,0%,0%,0%,0%,0%,"Wrenn, Cara Jill",
LS,2750,6,Red Cross First Aid/CPR,82%,12%,6%,0%,0%,0%,0%,0%,0%,"Wrenn, Cara Jill",
MATH,1010,1,Essen Math for Informed Soc,35%,32%,16%,8%,5%,0%,0%,3%,0%,"Mangum, Chad Robert",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 78 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
MATH,1010,2,Essen Math for Informed Soc,24%,35%,22%,8%,3%,0%,0%,8%,0%,"Mangum, Chad Robert",
MATH,1010,3,Essen Math for Informed Soc,8%,46%,25%,8%,8%,0%,0%,4%,0%,"Mangum, Chad Robert",
MATH,1010,400,Essen Math for Informed Soc,7%,37%,29%,10%,7%,0%,0%,10%,0%,"Mangum, Chad Robert",
MATH,1020,1,Business Calculus I,27%,23%,25%,9%,11%,0%,0%,5%,0%,"Mays, Caryn Elizabeth",
MATH,1020,2,Business Calculus I,35%,26%,14%,21%,5%,0%,0%,0%,0%,"Mays, Caryn Elizabeth",
MATH,1020,3,Business Calculus I,23%,14%,28%,9%,7%,0%,0%,19%,0%,"Murphy, Brigid Noelle",
MATH,1020,4,Business Calculus I,30%,30%,20%,11%,0%,0%,0%,9%,0%,"Mays, Caryn Elizabeth",
MATH,1020,5,Business Calculus I,16%,28%,26%,16%,2%,0%,0%,12%,0%,"Mays, Caryn Elizabeth",
MATH,1020,6,Business Calculus I,11%,41%,23%,11%,7%,0%,0%,7%,0%,"Dewage, Vishwa Nirmika",
MATH,1020,7,Business Calculus I,18%,32%,23%,16%,5%,0%,0%,7%,0%,"Dewage, Vishwa Nirmika",
MATH,1020,8,Business Calculus I,14%,23%,26%,12%,16%,0%,0%,9%,0%,"Bowen, Rebecca Mae",
MATH,1020,9,Business Calculus I,34%,25%,18%,18%,2%,0%,0%,2%,0%,"Rajpal, Shraddha",
MATH,1020,10,Business Calculus I,25%,32%,18%,7%,9%,0%,0%,9%,0%,"Rajpal, Shraddha",
MATH,1020,11,Business Calculus I,23%,36%,30%,7%,2%,0%,0%,2%,0%,"Bhat, Muzamil Nazir",
MATH,1020,12,Business Calculus I,20%,34%,25%,11%,7%,0%,0%,2%,0%,"Rajpal, Shraddha",
MATH,1020,13,Business Calculus I,16%,28%,35%,7%,5%,0%,0%,9%,0%,"Rajpal, Shraddha",
MATH,1020,14,Business Calculus I,31%,20%,22%,7%,11%,0%,0%,9%,0%,"Harr, Katherine",
MATH,1020,15,Business Calculus I,17%,21%,24%,17%,17%,0%,0%,5%,0%,"Schalizki, Morgan",
MATH,1020,16,Business Calculus I,18%,42%,27%,2%,4%,0%,0%,7%,0%,"Perera, Imalie U",
MATH,1020,17,Business Calculus I,31%,31%,18%,13%,4%,0%,0%,2%,0%,"Simms, Donna M",
MATH,1020,18,Business Calculus I,5%,24%,40%,12%,14%,0%,0%,5%,0%,"Price, Adam Nathaniel",
MATH,1020,201,Business Calculus I,24%,42%,27%,3%,0%,0%,0%,3%,0%,"Simms, Donna M",
MATH,1030,1,Elementary Functions,34%,22%,31%,0%,3%,0%,3%,6%,0%,"Costanzo, David Gabriel",
MATH,1040,1,Precalc & Intro Differen Calc,0%,0%,0%,0%,0%,74%,26%,0%,0%,"Ramiharimanana, Nantsoina",
,,,,,,,,,,,,,Cynthia,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 79 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
MATH,1040,2,Precalc & Intro Differen Calc,0%,0%,0%,0%,0%,69%,29%,2%,0%,"Maibach, Sydney Marcia",
MATH,1040,3,Precalc & Intro Differen Calc,0%,0%,0%,0%,0%,48%,48%,0%,4%,"Maibach, Sydney Marcia",
MATH,1040,4,Precalc & Intro Differen Calc,0%,0%,0%,0%,0%,65%,33%,3%,0%,"Maibach, Sydney Marcia",
MATH,1050,1,Precalculus,0%,0%,0%,0%,0%,70%,23%,8%,0%,"Hanna, Jennifer Marie",
MATH,1060,1,Calculus of One Variable I,26%,37%,26%,7%,4%,0%,0%,0%,0%,"Costanzo, David Gabriel",
MATH,1060,2,Calculus of One Variable I,22%,30%,37%,9%,2%,0%,0%,0%,0%,"Peele, Stephen D",
MATH,1060,3,Calculus of One Variable I,18%,49%,24%,7%,2%,0%,0%,0%,0%,"Rahman, Mohammad",
,,,,,,,,,,,,,Mahabubur,
MATH,1060,4,Calculus of One Variable I,18%,35%,35%,8%,4%,0%,0%,0%,0%,"Costanzo, David Gabriel",
MATH,1060,5,Calculus of One Variable I,11%,33%,33%,13%,4%,0%,0%,7%,0%,"Nisha, FNU",
MATH,1060,6,Calculus of One Variable I,24%,26%,26%,14%,2%,0%,0%,7%,0%,"Bernier, Jeremy Ryan",
MATH,1070,1,Differen and Integral Calculus,26%,35%,24%,15%,0%,0%,0%,0%,0%,"Lee, Hwan Hee",
MATH,1070,2,Differen and Integral Calculus,17%,38%,33%,10%,2%,0%,0%,0%,0%,"Nguyen, Tony Thanh",
MATH,1070,3,Differen and Integral Calculus,9%,44%,26%,12%,5%,0%,0%,5%,0%,"Lee, Hwan Hee",
MATH,1070,4,Differen and Integral Calculus,19%,38%,26%,10%,7%,0%,0%,0%,0%,"Nguyen, Tony Thanh",
MATH,1070,5,Differen and Integral Calculus,18%,41%,26%,8%,3%,0%,0%,5%,0%,"Barnhart, Julianne",
MATH,1070,6,Differen and Integral Calculus,21%,21%,23%,16%,16%,0%,0%,2%,0%,"Nguyen, Tony Thanh",
MATH,1070,7,Differen and Integral Calculus,29%,33%,24%,12%,2%,0%,0%,0%,0%,"Ramiharimanana, Nantsoina",
,,,,,,,,,,,,,Cynthia,
MATH,1070,8,Differen and Integral Calculus,10%,33%,23%,17%,17%,0%,0%,0%,0%,"Spiess, Cameron Emile",
MATH,1080,1,Calculus of One Variable II,14%,30%,30%,11%,7%,0%,0%,9%,0%,"Guest, Allen Anderson",
MATH,1080,2,Calculus of One Variable II,50%,20%,20%,2%,2%,0%,0%,5%,0%,"Scott, Bradley K.",
MATH,1080,3,Calculus of One Variable II,44%,23%,19%,5%,7%,0%,0%,2%,0%,"Scott, Bradley K.",
MATH,1080,4,Calculus of One Variable II,18%,26%,11%,13%,24%,0%,0%,8%,0%,"Scruggs, Scott Randall",
MATH,1080,5,Calculus of One Variable II,33%,42%,16%,4%,0%,0%,0%,4%,0%,"Scruggs, Scott Randall",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 80 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
MATH,1080,6,Calculus of One Variable II,39%,48%,2%,2%,2%,0%,0%,7%,0%,"Scott, Bradley K.",
MATH,1080,7,Calculus of One Variable II,23%,37%,19%,7%,5%,0%,0%,9%,0%,"Watkins, Seth Quentin",
MATH,1080,8,Calculus of One Variable II,31%,36%,12%,2%,12%,0%,0%,7%,0%,"Watkins, Seth Quentin",
MATH,1080,9,Calculus of One Variable II,33%,16%,26%,14%,7%,0%,0%,5%,0%,"Burr, Meredith Nicole",
MATH,1080,10,Calculus of One Variable II,38%,26%,21%,5%,5%,0%,0%,5%,0%,"Guest, Allen Anderson",
MATH,1080,11,Calculus of One Variable II,32%,32%,18%,5%,9%,0%,0%,5%,0%,"Scruggs, Scott Randall",
MATH,1080,12,Calculus of One Variable II,20%,41%,25%,11%,0%,0%,0%,2%,0%,"Watkins, Seth Quentin",
MATH,1080,100,Calculus of One Variable II,88%,13%,0%,0%,0%,0%,0%,0%,0%,"Kiessler, Peter C",H
MATH,1080,201,Calculus of One Variable II,35%,43%,17%,0%,4%,0%,0%,0%,0%,"Guest, Allen Anderson",
MATH,1080,202,Calculus of One Variable II,48%,23%,23%,5%,0%,0%,0%,2%,0%,"Burr, Meredith Nicole",
MATH,1150,1,Contemp Math for Elem Teach I,67%,23%,7%,0%,0%,0%,0%,3%,0%,"Carreras Jusino, Angel M",
MATH,1150,2,Contemp Math for Elem Teach I,67%,17%,13%,3%,0%,0%,0%,0%,0%,"Carreras Jusino, Angel M",
MATH,1160,1,Contemp Math for Elem Teach II,91%,6%,3%,0%,0%,0%,0%,0%,0%,"Sullivan, Tyler James",
MATH,1160,2,Contemp Math for Elem Teach II,91%,9%,0%,0%,0%,0%,0%,0%,0%,"Sullivan, Tyler James",
MATH,1160,3,Contemp Math for Elem Teach II,85%,15%,0%,0%,0%,0%,0%,0%,0%,"Sullivan, Tyler James",
MATH,1990,1,Problem Solving in Mathematics,0%,0%,0%,0%,0%,96%,3%,1%,0%,"Hanna, Marion L",
MATH,1990,2,Problem Solving in Mathematics,0%,0%,0%,0%,0%,97%,3%,0%,0%,"Hanna, Marion L",
MATH,2060,1,Calculus of Several Variables,16%,19%,22%,13%,18%,0%,0%,11%,0%,"Chao, Shih-Wei",
MATH,2060,2,Calculus of Several Variables,35%,27%,24%,4%,7%,0%,0%,2%,0%,"Teitloff, Timothy Charles",
MATH,2060,3,Calculus of Several Variables,25%,26%,32%,7%,7%,0%,0%,2%,0%,"Teitloff, Timothy Charles",
MATH,2060,4,Calculus of Several Variables,38%,21%,21%,11%,4%,0%,0%,4%,0%,"Chao, Shih-Wei",
MATH,2070,1,Business Calculus II,38%,38%,15%,0%,8%,0%,0%,3%,0%,"Bass, Cailyn N",
MATH,2070,2,Business Calculus II,29%,24%,34%,7%,5%,0%,0%,0%,0%,"Tucker, Christian Michael",
MATH,2070,3,Business Calculus II,43%,21%,17%,7%,7%,0%,0%,5%,0%,"Newton, Jennifer Ray",
MATH,2070,4,Business Calculus II,44%,23%,19%,9%,2%,0%,0%,2%,0%,"Hanna, Jennifer Marie",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 81 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
MATH,2070,5,Business Calculus II,45%,26%,21%,5%,0%,0%,0%,2%,0%,"Hanna, Jennifer Marie",
MATH,2070,6,Business Calculus II,40%,26%,12%,9%,12%,0%,0%,2%,0%,"Hamlin, Benjamin James",
MATH,2070,7,Business Calculus II,44%,28%,21%,5%,0%,0%,0%,2%,0%,"Hawkins, Elizabeth Viola",
MATH,2070,8,Business Calculus II,40%,29%,19%,2%,5%,0%,0%,5%,0%,"Pierrottet, Antonio M",
MATH,2070,9,Business Calculus II,43%,39%,9%,7%,2%,0%,0%,0%,0%,"Smith, Blake James",
MATH,2070,10,Business Calculus II,44%,26%,16%,2%,2%,0%,0%,9%,0%,"Ross, Erick J",
MATH,2070,11,Business Calculus II,26%,50%,14%,5%,2%,0%,0%,2%,0%,"Maleki, Rayna Elizabeth",
MATH,2070,12,Business Calculus II,32%,43%,16%,7%,2%,0%,0%,0%,0%,"Hunt, Joshua Andrew",
MATH,2070,13,Business Calculus II,49%,40%,2%,0%,5%,0%,0%,5%,0%,"Kettinger, Jared William R",
MATH,2070,14,Business Calculus II,42%,35%,9%,9%,5%,0%,0%,0%,0%,"Ni, Tianyu",
MATH,2070,15,Business Calculus II,17%,32%,22%,10%,5%,0%,0%,15%,0%,"De Castro, Philip",
MATH,2070,16,Business Calculus II,52%,21%,14%,5%,5%,0%,0%,2%,0%,"Nelson, Michael S",
MATH,2070,201,Business Calculus II,60%,26%,10%,2%,0%,0%,0%,2%,0%,"Van Dyken, Jennifer E",
MATH,2070,202,Business Calculus II,51%,29%,10%,7%,0%,0%,0%,2%,0%,"Newton, Jennifer Ray",
MATH,2080,1,Intro to Ordin Diff Equations,47%,33%,12%,4%,0%,0%,0%,4%,0%,"Cowen, Michael Thomas",
MATH,2080,2,Intro to Ordin Diff Equations,72%,13%,9%,3%,3%,0%,0%,0%,0%,"Alekseeva, Sofya",
MATH,2080,3,Intro to Ordin Diff Equations,59%,24%,6%,7%,4%,0%,0%,0%,0%,"Cowen, Michael Thomas",
MATH,2080,4,Intro to Ordin Diff Equations,56%,19%,15%,5%,1%,0%,0%,3%,0%,"Viktorova, Irina V.",
MATH,2080,5,Intro to Ordin Diff Equations,53%,24%,12%,2%,3%,0%,0%,5%,0%,"Viktorova, Irina V.",
MATH,2080,6,Intro to Ordin Diff Equations,56%,26%,13%,2%,2%,0%,0%,2%,0%,"Alekseeva, Sofya",
MATH,2080,7,Intro to Ordin Diff Equations,52%,27%,15%,6%,0%,0%,0%,0%,0%,"Cowen, Michael Thomas",
MATH,2080,8,Intro to Ordin Diff Equations,24%,27%,29%,2%,15%,0%,0%,2%,0%,"Yoon, Jeong - Rock",
MATH,2080,9,Intro to Ordin Diff Equations,27%,29%,27%,8%,0%,0%,0%,8%,0%,"Fralix, Brian H.",
MATH,2080,100,Intro to Ordin Diff Equations,85%,0%,0%,0%,0%,0%,0%,15%,0%,"Lassiter, Julie B",H
MATH,2150,1,Math Early Childhood Teachers,72%,8%,3%,8%,6%,0%,0%,3%,0%,"Carreras Jusino, Angel M",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 82 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
MATH,2160,1,Geometry for Elem Sch Teachers,36%,39%,14%,0%,11%,0%,0%,0%,0%,"Sullivan, Tyler James",
MATH,2190,1,Introduction to Cryptography,80%,11%,6%,0%,0%,0%,0%,3%,0%,"Cartor, Ryann Rose",
MATH,2800,1,Introduction to Data Science,47%,29%,6%,6%,0%,0%,0%,12%,0%,"Smith, Dane H",
MATH,2800,2,Introduction to Data Science,81%,19%,0%,0%,0%,0%,0%,0%,0%,"Becker, Rachael Nicole",
MATH,2800,3,Introduction to Data Science,94%,6%,0%,0%,0%,0%,0%,0%,0%,"Becker, Rachael Nicole",
MATH,3020,1,Stat for Science & Engineering,26%,57%,17%,0%,0%,0%,0%,0%,0%,"Wan, Sha",
MATH,3020,2,Stat for Science & Engineering,34%,49%,17%,0%,0%,0%,0%,0%,0%,"Zhang, Fan",
MATH,3020,3,Stat for Science & Engineering,45%,33%,18%,0%,3%,0%,0%,0%,0%,"Zhang, Fan",
MATH,3020,4,Stat for Science & Engineering,51%,32%,11%,3%,3%,0%,0%,0%,0%,"Cantrell, Amy Melissa",
MATH,3020,5,Stat for Science & Engineering,68%,27%,5%,0%,0%,0%,0%,0%,0%,"Cantrell, Amy Melissa",
MATH,3020,6,Stat for Science & Engineering,68%,27%,3%,3%,0%,0%,0%,0%,0%,"Cantrell, Amy Melissa",
MATH,3020,7,Stat for Science & Engineering,41%,47%,12%,0%,0%,0%,0%,0%,0%,"Cantrell, Amy Melissa",
MATH,3080,1,College Geometry,50%,10%,15%,5%,10%,0%,0%,10%,0%,"Carreras Jusino, Angel M",
MATH,3110,1,Linear Algebra,22%,22%,28%,13%,6%,0%,0%,9%,0%,"Saltzman, Matthew J",
MATH,3110,2,Linear Algebra,19%,27%,22%,11%,16%,0%,0%,5%,0%,"Manganiello, Felice",
MATH,3110,3,Linear Algebra,35%,32%,22%,8%,3%,0%,0%,0%,0%,"Lee, Kisun",
MATH,3110,4,Linear Algebra,46%,22%,16%,3%,5%,0%,0%,8%,0%,"Willis, Morgan Elizabeth",
MATH,3110,5,Linear Algebra,51%,22%,11%,0%,8%,0%,0%,8%,0%,"Mitkovski, Mishko",
MATH,3110,6,Linear Algebra,56%,19%,14%,8%,0%,0%,0%,3%,0%,"Byun, Seok Hyun",
MATH,3110,7,Linear Algebra,19%,9%,16%,13%,9%,0%,0%,34%,0%,"Jenkins, Eleanor W",
MATH,3190,1,Introduction to Proof,43%,10%,24%,0%,0%,0%,0%,24%,0%,"Coykendall, James Barker",
MATH,3190,2,Introduction to Proof,38%,21%,17%,17%,8%,0%,0%,0%,0%,"Xue, Hui",
MATH,3600,1,Intermediate Math Computing,69%,25%,0%,0%,0%,0%,0%,6%,0%,"Cawood, Mark E.",
MATH,3650,1,Numerical Mthds for Engineers,22%,22%,29%,17%,10%,0%,0%,0%,0%,"Ervin, Vincent J",
MATH,3650,2,Numerical Mthds for Engineers,23%,23%,38%,5%,10%,0%,0%,0%,0%,"Ervin, Vincent J",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 83 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
MATH,3650,3,Numerical Mthds for Engineers,26%,53%,16%,3%,3%,0%,0%,0%,0%,"Heister, Timo Johannes",
MATH,3650,4,Numerical Mthds for Engineers,30%,23%,34%,9%,5%,0%,0%,0%,0%,"Jenkins, Eleanor W",
MATH,4000,1,Theory of Probability,57%,11%,18%,11%,0%,0%,0%,4%,0%,"Cook, Keisha Jasmine",
MATH,4000,2,Theory of Probability,27%,7%,53%,7%,0%,0%,0%,7%,0%,"Fralix, Brian H.",
MATH,4030,1,Intro to Statistical Theory,17%,43%,17%,4%,9%,0%,0%,9%,0%,"Sun, Xiaoqian",
MATH,4070,1,Regress & Time-Series Analysis,64%,36%,0%,0%,0%,0%,0%,0%,0%,"Zhang, Qiong",
MATH,4090,1,Design Experiment Science Engr,85%,8%,8%,0%,0%,0%,0%,0%,0%,"Bridges, William C",
MATH,4120,1,Algebra I,27%,22%,32%,7%,2%,0%,0%,7%,2%,"Macauley, Matthew",
MATH,4130,1,Algebra II,43%,30%,4%,13%,4%,0%,0%,4%,0%,"Lee, Kisun",
MATH,4190,1,Discrete Math Structures I,37%,48%,7%,0%,0%,0%,0%,7%,0%,"Novick, Beth A",
MATH,4190,2,Discrete Math Structures I,78%,11%,4%,7%,0%,0%,0%,0%,0%,"Byun, Seok Hyun",
MATH,4310,1,Theory of Interest,53%,28%,9%,6%,0%,0%,0%,3%,0%,"Walker, S Erwin",
MATH,4320,1,Actuarial Science Seminar II,48%,48%,0%,0%,4%,0%,0%,0%,0%,"Walker, S Erwin",
MATH,4340,1,Adv Engineering Mathematics,30%,25%,20%,10%,5%,0%,0%,10%,0%,"Lee, Hyesuk K",
MATH,4340,2,Adv Engineering Mathematics,81%,15%,0%,4%,0%,0%,0%,0%,0%,"Xue, Fei",
MATH,4400,1,Linear Programming,29%,21%,14%,7%,21%,0%,0%,7%,0%,"Wiecek, Margaret Maria",
MATH,4410,1,Intro to Stochastic Models,63%,19%,0%,0%,13%,0%,0%,6%,0%,"Cook, Keisha Jasmine",
MATH,4500,1,Intro to Mathematical Models,52%,29%,14%,0%,5%,0%,0%,0%,0%,"Macauley, Matthew",
MATH,4530,1,Advanced Calculus I,0%,50%,13%,13%,25%,0%,0%,0%,0%,"Guven Geredeli, Pelin",
MATH,4540,1,Advanced Calculus II,21%,26%,26%,21%,0%,0%,0%,5%,0%,"Schmoll, Martin Johannes",
MATH,4920,1,Professional Development,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Poznanovikj, Svetlana",
MATH,4920,207,Professional Development,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Newton, Jennifer Ray",
MATH,4920,230,Professional Development,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Norton, Paran Rebekah",
MATH,6340,1,Adv Engineering Mathematics,57%,29%,14%,0%,0%,0%,0%,0%,0%,"Lee, Hyesuk K",
MATH,8030,1,Stochastic Processes,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Conroy, Michael Evan",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Tuesday, June 3, 2025",,,,,,,,,,,,,Page 84 of 126,
Grades Report for 202501,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
MATH,8040,1,Statistical Inference,64%,36%,0%,0%,0%,0%,0%,0%,0%,"Li, Xinyi",
MATH,8050,1,Data Analysis,76%,14%,5%,0%,5%,0%,0%,0%,0%,"Ranganathan, Shyam",
MATH,8100,1,Mathematical Programming,85%,0%,0%,0%,5%,0%,0%,10%,0%,"Saltzman, Matthew J",
MATH,8210,1,Linear Analysis,33%,56%,11%,0%,0%,0%,0%,0%,0%,"Yoon, Jeong - Rock",
MATH,8220,1,Measure and Integration,50%,38%,6%,0%,6%,0%,0%,0%,0%,"Stockdale, Cody Bullett",
MATH,8600,1,Intro to Scientific Computing,20%,47%,27%,0%,0%,0%,0%,7%,0%,"Verma, Deepanshu",
MATH,8610,1,Advanced Numerical Analysis I,19%,38%,44%,0%,0%,0%,0%,0%,0%,"Chen, Qingshan",
MATH,8850,1,Advanced Data Analysis,88%,13%,0%,0%,0%,0%,0%,0%,0%,"Ranganathan, Shyam",
MATH,9000,1,Prof Devel in Math Sciences,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Burr, Meredith Nicole",
MBA,8060,2,Operations Mgt,88%,13%,0%,0%,0%,0%,0%,0%,0%,"Morris, Richard Anthony",
MBA,8060,20,Operations Mgt,91%,9%,0%,0%,0%,0%,0%,0%,0%,"Fredendall, Lawrence D",
MBA,8070,1,Financial Management,24%,51%,22%,0%,0%,0%,0%,2%,0%,"Box, Travis Stephenson",
MBA,8070,2,Financial Management,45%,45%,10%,0%,0%,0%,0%,0%,0%,"Lockhart, George Brandon",
MBA,8090,1,Org Beh & Hum Res Mg,81%,16%,0%,0%,0%,0%,0%,2%,0%,"Wallace, Julian Craig",
