Grades Report for 202001,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ME,8710,1,Engr Optimization,85%,12%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Turner, Cameron",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 119 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
ME,8910,24,Master's Thesis Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Wagner, John R",
ME,8910,28,Master's Thesis Research,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Turner, Cameron",
ME,9910,7,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Vaidya, Umesh G",
ME,9910,9,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Li, Gang",
ME,9910,14,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Tallapragada,",
,,,,,,,,,,,,,,,,Phanindra,
ME,9910,20,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Wang, Yue",
ME,9910,29,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Li, Suyi",
ME,9910,35,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Myers, Oliver J",
MGT,2010,1,Principles of Management,49%,39%,10%,1%,0%,0%,0%,0%,1%,0%,0%,0%,"Clark, Katherine D",
MGT,2010,2,Principles of Management,83%,13%,3%,0%,0%,0%,0%,1%,1%,0%,0%,0%,"Preedom, Jonathan",
,,,,,,,,,,,,,,,,Charles,
MGT,2010,3,Principles of Management,93%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Laxton, Sheena",H
,,,,,,,,,,,,,,,,Elizabeth Pope,
MGT,2010,8,Principles of Management,81%,17%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Chen, Yao",
MGT,2010,9,Principles of Management,86%,4%,6%,2%,2%,0%,0%,0%,0%,0%,0%,0%,"Liu, Shuang",
MGT,2010,10,Principles of Management,76%,17%,0%,2%,0%,0%,0%,5%,0%,0%,0%,0%,"Ye, Hongli",
MGT,2010,11,Principles of Management,93%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"TIAN, JINGYUAN",
MGT,2010,12,Principles of Management,49%,37%,8%,2%,2%,0%,0%,2%,0%,0%,0%,0%,"Dutchak, Iaroslava",
,,,,,,,,,,,,,,,,Volodymyrivna,
MGT,2010,13,Principles of Management,11%,43%,35%,6%,3%,0%,0%,2%,0%,0%,0%,0%,"Mann, Christopher R",
MGT,2010,14,Principles of Management,27%,53%,16%,1%,2%,0%,0%,1%,0%,0%,0%,0%,"Sheridan, Sharon",
,,,,,,,,,,,,,,,,Britton,
MGT,2010,15,Principles of Management,63%,28%,5%,3%,3%,0%,0%,0%,0%,0%,0%,0%,"Kim, Jaeyoung",
MGT,2010,16,Principles of Management,38%,46%,8%,3%,5%,0%,0%,0%,0%,0%,0%,0%,"Balts, Keith W",
MGT,2180,2,Management PC Applicati,71%,22%,5%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Toole, Ryan A",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 120 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MGT,2180,3,Management PC Applicati,80%,12%,4%,1%,1%,0%,0%,1%,0%,0%,0%,0%,"Toole, Ryan A",
MGT,2180,4,Management PC Applicati,69%,20%,5%,1%,3%,0%,0%,1%,0%,0%,0%,0%,"Snider, Jeromy Blake",
MGT,2180,5,Management PC Applicati,62%,24%,8%,1%,2%,0%,0%,2%,0%,0%,0%,0%,"Sagarnaga Castillo,",
,,,,,,,,,,,,,,,,Jose Alfredo,
MGT,3070,1,Human Resource Manage,56%,44%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cole, Michael A",
MGT,3070,3,Human Resource Manage,65%,32%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Spooner, Leonard",
,,,,,,,,,,,,,,,,Joseph,
MGT,3070,4,Human Resource Manage,77%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Spooner, Leonard",
,,,,,,,,,,,,,,,,Joseph,
MGT,3070,5,Human Resource Manage,64%,18%,9%,0%,3%,0%,0%,6%,0%,0%,0%,0%,"Scott, Kristin L",
,,,,,,,,,,,,,,,,Damato,
MGT,3070,6,Human Resource Manage,87%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Spooner, Leonard",
,,,,,,,,,,,,,,,,Joseph,
MGT,3070,7,Human Resource Manage,15%,59%,21%,6%,0%,0%,0%,0%,0%,0%,0%,0%,"Harrison, Priscilla R",
MGT,3070,8,Human Resource Manage,58%,32%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cole, Michael A",
MGT,3100,1,Intermed Business Statistic,90%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ajjuguttu,",
,,,,,,,,,,,,,,,,Maneeshreddy,
MGT,3100,2,Intermed Business Statistic,62%,19%,10%,2%,2%,0%,0%,5%,0%,0%,0%,0%,"Seyed Haeri, Seyed",
,,,,,,,,,,,,,,,,Amin,
MGT,3100,5,Intermed Business Statistic,66%,22%,9%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Peyton, David Ford",
MGT,3100,6,Intermed Business Statistic,38%,30%,18%,8%,3%,0%,0%,5%,0%,0%,0%,0%,"Roth, Philip L",
MGT,3100,7,Intermed Business Statistic,7%,10%,12%,2%,20%,0%,0%,49%,0%,0%,0%,0%,"Yoder, Sara Elizabeth",
MGT,3100,8,Intermed Business Statistic,6%,15%,15%,13%,18%,0%,0%,34%,0%,0%,0%,0%,"Yoder, Sara Elizabeth",
MGT,3100,9,Intermed Business Statistic,44%,35%,19%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Wiles, Benjamin",
,,,,,,,,,,,,,,,,Christopher,
MGT,3120,5,Decision Models for Mana,7%,14%,52%,7%,7%,0%,0%,14%,0%,0%,0%,0%,"Sridharan, V",
MGT,3120,6,Decision Models for Mana,29%,18%,32%,8%,6%,0%,0%,8%,0%,0%,0%,0%,"DeToma, Daniel Allan",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 121 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MGT,3120,100,Decision Models for Mana,51%,34%,8%,3%,3%,0%,0%,1%,0%,0%,0%,0%,"Peyton, David Ford",
MGT,3120,101,Decision Models for Mana,47%,27%,20%,0%,1%,0%,0%,4%,0%,0%,0%,0%,"Peyton, David Ford",
MGT,3180,3,Mgt of Info Systems,70%,15%,5%,3%,3%,0%,0%,5%,0%,0%,0%,0%,"Pius Nedumkallel,",
,,,,,,,,,,,,,,,,Jose,
MGT,3180,4,Mgt of Info Systems,45%,36%,13%,4%,2%,0%,0%,0%,0%,0%,0%,0%,"McKenzie, Kevin M",
MGT,3180,5,Mgt of Info Systems,61%,34%,3%,0%,0%,0%,0%,3%,0%,0%,0%,0%,"Abbaraju, Pranith",
MGT,3180,6,Mgt of Info Systems,61%,34%,2%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Shirzadibabakan, Ali",
MGT,3180,7,Mgt of Info Systems,56%,26%,5%,9%,5%,0%,0%,0%,0%,0%,0%,0%,"Dutchak, Iaroslava",
,,,,,,,,,,,,,,,,Volodymyrivna,
MGT,3180,8,Mgt of Info Systems,32%,56%,9%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Kwag, Giyoon",
MGT,3500,1,Business Intel/Data Analyti,79%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Mo, Jiahui",
MGT,3900,1,Operations Management,9%,19%,50%,3%,16%,0%,0%,3%,0%,0%,0%,0%,"Leffakis, Zachary",
,,,,,,,,,,,,,,,,Moran,
MGT,3900,2,Operations Management,5%,33%,50%,0%,10%,0%,0%,0%,3%,0%,0%,0%,"Leffakis, Zachary",
,,,,,,,,,,,,,,,,Moran,
MGT,3900,5,Operations Management,23%,47%,24%,1%,3%,0%,0%,0%,1%,0%,0%,0%,"Zhang, Ying",
MGT,3900,7,Operations Management,0%,18%,59%,8%,3%,0%,0%,13%,0%,0%,0%,0%,"Sridharan, V",
MGT,3900,8,Operations Management,33%,31%,35%,0%,0%,0%,0%,1%,0%,0%,0%,0%,"Zhang, Ying",
MGT,4000,1,Mgt of Organizational Beh,59%,38%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cole, Michael A",
MGT,4000,2,Mgt of Organizational Beh,62%,38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cole, Michael A",
MGT,4000,3,Mgt of Organizational Beh,62%,28%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Zagenczyk, Thomas",
,,,,,,,,,,,,,,,,Joseph,
MGT,4000,4,Mgt of Organizational Beh,23%,49%,20%,0%,6%,0%,0%,3%,0%,0%,0%,0%,"Krivacek, Sara Joy",
MGT,4020,1,Ops Pln and Ctl,3%,39%,45%,3%,6%,0%,0%,3%,0%,0%,0%,0%,"Leffakis, Zachary",
,,,,,,,,,,,,,,,,Moran,
MGT,4080,1,Lean Operations,7%,59%,31%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Leffakis, Zachary",
,,,,,,,,,,,,,,,,Moran,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 122 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MGT,4110,1,Project Management,23%,67%,7%,0%,0%,0%,0%,3%,0%,0%,0%,0%,"Purvis, Russell L.",
MGT,4120,1,Supplier Management,61%,25%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Colak, Ahmet",
MGT,4150,2,Business Strategy,25%,63%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Liddle, James W",
MGT,4150,3,Business Strategy,37%,49%,12%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Liddle, James W",
MGT,4150,4,Business Strategy,18%,38%,32%,6%,3%,0%,0%,3%,0%,0%,0%,0%,"Liddle, James W",
MGT,4150,6,Business Strategy,64%,27%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hersel, Matt Calvin",
MGT,4150,7,Business Strategy,29%,56%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hersel, Matt Calvin",
MGT,4150,8,Business Strategy,31%,49%,17%,0%,0%,0%,0%,3%,0%,0%,0%,0%,"Hersel, Matt Calvin",
MGT,4150,9,Business Strategy,27%,53%,17%,0%,0%,0%,0%,3%,0%,0%,0%,0%,"Hersel, Matt Calvin",
MGT,4150,10,Business Strategy,65%,35%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kiley, Jason Thomas",
MGT,4150,11,Business Strategy,55%,45%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kiley, Jason Thomas",
MGT,4160,1,Special Topics Hr,38%,43%,16%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Scott, Kristin L",
,,,,,,,,,,,,,,,,Damato,
MGT,4230,1,Intern Bus Mgt,15%,15%,40%,10%,10%,0%,0%,8%,3%,0%,0%,0%,"Stewart, Wayne H",
MGT,4230,2,Intern Bus Mgt,34%,15%,39%,5%,2%,0%,0%,5%,0%,0%,0%,0%,"Stewart, Wayne H",
MGT,4230,3,Intern Bus Mgt,10%,40%,38%,8%,3%,0%,0%,3%,0%,0%,0%,0%,"Simsek, Monica",
,,,,,,,,,,,,,,,,Maciel Lopes,
MGT,4230,4,Intern Bus Mgt,3%,55%,35%,8%,0%,0%,0%,0%,0%,0%,0%,0%,"Simsek, Monica",
,,,,,,,,,,,,,,,,Maciel Lopes,
MGT,4230,5,Intern Bus Mgt,20%,22%,54%,0%,5%,0%,0%,0%,0%,0%,0%,0%,"Elwell-Chalmers,",
,,,,,,,,,,,,,,,,Stacy Jean,
MGT,4230,6,Intern Bus Mgt,25%,18%,58%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Elwell-Chalmers,",
,,,,,,,,,,,,,,,,Stacy Jean,
MGT,4240,1,Global Supply Chain Mana,71%,23%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Colak, Ahmet",
MGT,4270,2,Managing Improvement,27%,47%,17%,7%,0%,0%,0%,3%,0%,0%,0%,0%,"Fredendall, Lawrence",
,,,,,,,,,,,,,,,,D,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 123 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MGT,4310,1,Emp Rights & Resp,76%,24%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Spooner, Leonard",
,,,,,,,,,,,,,,,,Joseph,
MGT,4350,1,Pers Interviewing,53%,20%,18%,3%,5%,0%,0%,3%,0%,0%,0%,0%,"Roth, Philip L",
MGT,4500,3,Desc & Pred Business Anal,31%,31%,15%,12%,4%,0%,0%,8%,0%,0%,0%,0%,"Ke, Zhihong",
MGT,4520,1,Business Analysis,48%,16%,32%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Purvis, Russell L.",
MGT,4540,1,Business Analytics Progra,56%,21%,18%,3%,0%,0%,0%,3%,0%,0%,0%,0%,"Kim, Hongki",
MGT,4560,1,Business Data Managemen,53%,31%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Li, He",
MGT,4970,2,CI-Deloitte Consulting,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Toole, Ryan A",
MGT,8690,1,Project Mgt,62%,38%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Purvis, Russell L.",
MGT,9910,3,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Kettinger, William J",
MICR,2050,1,Introductory Micro,45%,36%,13%,4%,1%,0%,0%,2%,0%,0%,0%,0%,"Abercrombie, John G",
MICR,2050,2,Introductory Micro,47%,43%,7%,2%,0%,0%,0%,1%,0%,0%,0%,0%,"Abercrombie, John G",
MICR,3050,1,General Microbiology,36%,37%,17%,9%,1%,0%,0%,0%,1%,0%,0%,0%,"Whitehead, Kristi",
,,,,,,,,,,,,,,,,James,
MICR,3050,2,General Microbiology,38%,35%,20%,5%,2%,0%,0%,1%,0%,0%,0%,0%,"Rudolph, Krista",
,,,,,,,,,,,,,,,,Barrier,
MICR,3050,3,General Microbiology,56%,26%,9%,6%,4%,0%,0%,0%,0%,0%,0%,0%,"Rudolph, Krista",
,,,,,,,,,,,,,,,,Barrier,
MICR,4040,1,Microbial Ecology,24%,55%,11%,3%,3%,0%,0%,5%,0%,0%,0%,0%,"Campbell, Barbara J",
MICR,4050,1,Adv Microbial Ecol of Hum,67%,22%,6%,2%,2%,0%,0%,0%,0%,0%,0%,0%,"Whitehead, Kristi",
,,,,,,,,,,,,,,,,James,
MICR,4140,1,Basic Immunology,42%,36%,12%,9%,0%,0%,0%,1%,0%,0%,0%,0%,"Wei, Yanzhang",
MICR,4140,2,Basic Immunology (HON),75%,13%,0%,0%,0%,0%,0%,13%,0%,0%,0%,0%,"Wei, Yanzhang",H
MICR,4150,1,Microbial Genetics,21%,39%,30%,9%,0%,0%,0%,0%,0%,0%,0%,0%,"Cao, Min",
MICR,4160,1,Intro Virology,71%,18%,7%,2%,0%,0%,0%,2%,0%,0%,0%,0%,"Qanungo, Kaustubha",
,,,,,,,,,,,,,,,,Ratan,
MICR,4510,1,Advanced Microbiology II,32%,47%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kurtz, Harry D.",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 124 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MICR,4510,2,Advanced Microbiology II,63%,16%,16%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Kurtz, Harry D.",
MICR,4510,3,Advanced Microbiology II,44%,44%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kurtz, Harry D.",
MICR,4930,2,"Sen Sem: STIs-Sex, Stigma",88%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Whitehead, Kristi",
,,,,,,,,,,,,,,,,James,
MKT,3010,1,Principles of Marketing,35%,41%,21%,1%,2%,0%,0%,0%,0%,0%,0%,0%,"Fine, Amanda Cooper",
MKT,3010,2,Principles of Marketing,40%,38%,19%,2%,1%,0%,0%,1%,0%,0%,0%,0%,"Fine, Amanda Cooper",
MKT,3010,3,Principles of Marketing,44%,37%,15%,2%,1%,0%,0%,1%,0%,0%,0%,0%,"Fine, Amanda Cooper",
MKT,3010,4,Principles of Marketing,57%,34%,6%,1%,2%,0%,0%,1%,0%,0%,0%,0%,"Gaubert, James G",
MKT,3010,5,Principles of Marketing,56%,32%,7%,1%,1%,0%,0%,4%,0%,0%,0%,0%,"Gaubert, James G",
MKT,3010,7,Principles of Marketing,67%,25%,5%,1%,0%,0%,0%,1%,0%,0%,0%,0%,"Forcum, Lura E",
MKT,3010,8,Principles of Marketing,12%,50%,31%,5%,2%,0%,0%,0%,0%,0%,0%,0%,"McElveen, Carter",
,,,,,,,,,,,,,,,,Willis,
MKT,3020,1,Consumer Behavior,88%,6%,4%,0%,2%,0%,0%,0%,0%,0%,0%,0%,"Ho, Cony Ming Shen",
MKT,3020,2,Consumer Behavior,90%,8%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Ho, Cony Ming Shen",
MKT,3020,3,Consumer Behavior,86%,10%,2%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Ho, Cony Ming Shen",
MKT,3020,5,Consumer Behavior,65%,27%,7%,0%,1%,0%,0%,0%,0%,0%,0%,0%,"Thyroff, Anastasia",
,,,,,,,,,,,,,,,,Elizabeth,
MKT,3020,6,Consumer Behavior,60%,29%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Thyroff, Anastasia",
,,,,,,,,,,,,,,,,Elizabeth,
MKT,3210,1,Sports Marketing,67%,23%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Fine, Amanda Cooper",
MKT,3210,2,Sports Marketing,96%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Flynn, Kevin Andrew",
MKT,3210,3,Sports Marketing,22%,56%,20%,0%,2%,0%,0%,0%,0%,0%,0%,0%,"Scheinbaum,",
,,,,,,,,,,,,,,,,Angeline Close,
MKT,3210,4,Sports Marketing,25%,58%,13%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Scheinbaum,",
,,,,,,,,,,,,,,,,Angeline Close,
MKT,3220,3,Social Media Marketing,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Flynn, Kevin Andrew",
MKT,3220,4,Social Media Marketing,90%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Flynn, Kevin Andrew",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 125 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MKT,3310,1,Marketing Metrics & Analy,68%,21%,8%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Aragon, Oriana",
,,,,,,,,,,,,,,,,Rachel,
MKT,3310,2,Marketing Metrics & Analy,50%,33%,11%,3%,3%,0%,0%,0%,0%,0%,0%,0%,"Aragon, Oriana",
,,,,,,,,,,,,,,,,Rachel,
MKT,3310,3,Marketing Metrics & Analy,81%,14%,3%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Wang, Xianyong",
MKT,3310,4,Marketing Metrics & Analy,31%,49%,17%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Weathers, Peter D",
MKT,3980,1,Creative Inquiry in Marketi,89%,0%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,"Gaubert, James G",
MKT,4200,1,Professional Selling,75%,21%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Beeler, Lisa L",
MKT,4200,2,Professional Selling,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"McElveen, Carter",
,,,,,,,,,,,,,,,,Willis,
MKT,4200,3,Professional Selling,93%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"McElveen, Carter",
,,,,,,,,,,,,,,,,Willis,
MKT,4200,6,Professional Selling,56%,29%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Moore, Jesse N",
MKT,4200,8,Professional Selling,38%,62%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Beeler, Lisa L",
MKT,4220,1,Applied Selling,57%,43%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Mullins, Ryan R",
MKT,4220,2,Applied Selling,72%,28%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Mullins, Ryan R",
MKT,4230,2,Promotional Strategy,33%,42%,13%,11%,0%,0%,0%,0%,0%,0%,0%,0%,"Cauley, Michele",
,,,,,,,,,,,,,,,,Melton,
MKT,4230,3,Promotional Strategy,53%,43%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cauley, Michele",
,,,,,,,,,,,,,,,,Melton,
MKT,4230,4,Promotional Strategy,67%,27%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cauley, Michele",
,,,,,,,,,,,,,,,,Melton,
MKT,4240,1,Sales Management,71%,26%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Mullins, Ryan R",
MKT,4250,1,Retail Management,76%,21%,0%,0%,2%,0%,0%,0%,0%,0%,0%,0%,"Wang, Xianyong",
MKT,4270,1,International Marketing,90%,7%,0%,0%,2%,0%,0%,0%,0%,0%,0%,0%,"Wang, Xianyong",
MKT,4270,2,International Marketing,77%,18%,3%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Wang, Xianyong",
MKT,4270,3,International Marketing,95%,3%,0%,0%,0%,0%,0%,0%,3%,0%,0%,0%,"Poehlman, Thomas A",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, January 5, 2022",,,,,,,,,,,,,,,,Page 126 of 163,
Grades Report for 202108,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
MKT,4270,4,International Marketing,62%,21%,6%,0%,3%,0%,0%,9%,0%,0%,0%,0%,"Poehlman, Thomas A",
MKT,4270,5,International Marketing,86%,6%,6%,0%,2%,0%,0%,0%,0%,0%,0%,0%,"Moore, Jesse N",
MKT,4280,1,Services Marketing,51%,46%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gaubert, James G",
MKT,4280,2,Services Marketing,34%,57%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gaubert, James G",
MKT,4310,1,Marketing Research,44%,44%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Giebelhausen,",
,,,,,,,,,,,,,,,,Michael David,
MKT,4310,2,Marketing Research,65%,25%,8%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Giebelhausen,",
,,,,,,,,,,,,,,,,Michael David,
MKT,4310,3,Marketing Research,58%,40%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Swain, Scott Darren",
MKT,4310,5,Marketing Research,61%,34%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Swain, Scott Darren",
MKT,4500,1,Strategic Mktg Mgt,28%,68%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Tower, Annette Popp",
MKT,4500,2,Strategic Mktg Mgt,21%,54%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Tower, Annette Popp",
MKT,4500,3,Strategic Mktg Mgt,37%,49%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Raymond, Mary Anne",
MKT,4500,5,Strategic Mktg Mgt,54%,46%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cauley, Michele",
,,,,,,,,,,,,,,,,Melton,
MKT,4990,2,Marketing Fall Internship,88%,0%,0%,0%,0%,0%,0%,13%,0%,0%,0%,0%,"Fine, Amanda Cooper",
ML,1010,1,Leadership Fundamentals I,81%,5%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,"Farrar, Matthew",
,,,,,,,,,,,,,,,,Wayne,
ML,3010,1,Advanced Leadership I,90%,5%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Velez, Joseph David",
ML,3900,1,American Army Military Ex,82%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gural, Brian James",
MSE,2100,1,Intro to Materials Science,44%,35%,10%,3%,5%,0%,0%,2%,0%,0%,0%,0%,"Blouin, Vincent Yves",
,,,,,,,,,,,,,,,,Marie,
MSE,2100,2,Intro to Materials Science,57%,24%,13%,2%,2%,0%,0%,1%,0%,0%,0%,0%,"Martinez Saez,",
